0_0: fig|200643.10.peg.10
1_614: fig|200643.8.peg.1206
1_615: fig|200643.8.peg.1207
1_616: fig|200643.8.peg.1208
1_617: fig|200643.8.peg.1209
1_618: fig|200643.8.peg.1210
1_619: fig|200643.8.peg.1212
1_620: fig|200643.8.peg.1215
1_621: fig|200643.8.peg.1216
1_622: fig|200643.8.peg.1217
1_623: fig|200643.8.peg.1219
1_624: fig|200643.8.peg.1220
1_625: fig|200643.8.peg.1221
1_626: fig|200643.8.peg.1223
1_627: fig|200643.8.peg.1226
1_628: fig|200643.8.peg.1227
1_629: fig|200643.8.peg.1229
1_630: fig|200643.8.peg.1231
1_631: fig|200643.8.peg.1234
1_632: fig|200643.8.peg.1235
1_633: fig|200643.8.peg.1237
1_634: fig|200643.8.peg.1241
1_635: fig|200643.8.peg.1242
1_636: fig|200643.8.peg.1243
1_637: fig|200643.8.peg.1244
1_638: fig|200643.8.peg.1246
1_639: fig|200643.8.peg.1252
1_640: fig|200643.8.peg.1254
1_641: fig|200643.8.peg.1255
1_642: fig|200643.8.peg.1258
1_643: fig|200643.8.peg.1260
1_644: fig|200643.8.peg.1262
1_645: fig|200643.8.peg.1265
1_646: fig|200643.8.peg.1266
1_647: fig|200643.8.peg.1270
1_648: fig|200643.8.peg.1271
1_649: fig|200643.8.peg.1275
1_650: fig|200643.8.peg.1276
1_651: fig|200643.8.peg.1277
1_652: fig|200643.8.peg.1278
1_653: fig|200643.8.peg.1280
1_654: fig|200643.8.peg.1281
1_655: fig|200643.8.peg.1286
1_656: fig|200643.8.peg.1288
1_657: fig|200643.8.peg.1289
1_658: fig|200643.8.peg.1290
1_659: fig|200643.8.peg.1292
1_660: fig|200643.8.peg.1293
1_661: fig|200643.8.peg.1294
1_662: fig|200643.8.peg.1295
1_663: fig|200643.8.peg.1297
1_664: fig|200643.8.peg.1300
1_665: fig|200643.8.peg.1302
1_666: fig|200643.8.peg.1303
1_667: fig|200643.8.peg.1304
1_668: fig|200643.8.peg.1305
1_669: fig|200643.8.peg.1307
1_670: fig|200643.8.peg.1309
1_671: fig|200643.8.peg.1312
1_672: fig|200643.8.peg.1313
1_673: fig|200643.8.peg.1314
1_674: fig|200643.8.peg.1315
1_675: fig|200643.8.peg.1316
1_676: fig|200643.8.peg.1317
1_677: fig|200643.8.peg.1318
1_678: fig|200643.8.peg.1322
1_679: fig|200643.8.peg.1323
1_680: fig|200643.8.peg.1324
1_681: fig|200643.8.peg.1325
1_682: fig|200643.8.peg.1326
1_683: fig|200643.8.peg.1327
1_684: fig|200643.8.peg.1329
1_685: fig|200643.8.peg.1331
1_686: fig|200643.8.peg.1332
1_687: fig|200643.8.peg.1333
1_688: fig|200643.8.peg.1334
1_689: fig|200643.8.peg.1336
1_690: fig|200643.8.peg.1339
1_691: fig|200643.8.peg.1341
1_692: fig|200643.8.peg.1342
1_693: fig|200643.8.peg.1343
1_694: fig|200643.8.peg.1345
1_695: fig|200643.8.peg.1346
1_696: fig|200643.8.peg.1353
1_697: fig|200643.8.peg.1358
1_698: fig|200643.8.peg.1360
1_699: fig|200643.8.peg.1363
1_700: fig|200643.8.peg.1368
1_701: fig|200643.8.peg.1370
1_702: fig|200643.8.peg.1371
1_703: fig|200643.8.peg.1372
1_704: fig|200643.8.peg.1374
1_705: fig|200643.8.peg.1376
1_706: fig|200643.8.peg.1379
1_707: fig|200643.8.peg.1381
1_708: fig|200643.8.peg.1382
1_709: fig|200643.8.peg.1384
1_710: fig|200643.8.peg.1398
1_711: fig|200643.8.peg.1400
1_712: fig|200643.8.peg.1401
1_713: fig|200643.8.peg.1402
1_714: fig|200643.8.peg.1405
1_715: fig|200643.8.peg.1406
1_716: fig|200643.8.peg.1407
1_717: fig|200643.8.peg.1409
1_718: fig|200643.8.peg.1410
1_719: fig|200643.8.peg.1411
1_720: fig|200643.8.peg.1412
1_721: fig|200643.8.peg.1413
1_722: fig|200643.8.peg.1414
1_723: fig|200643.8.peg.1415
1_724: fig|200643.8.peg.1416
1_725: fig|200643.8.peg.1420
1_726: fig|200643.8.peg.1421
1_727: fig|200643.8.peg.1422
1_728: fig|200643.8.peg.1424
1_729: fig|200643.8.peg.1426
1_730: fig|200643.8.peg.1427
1_731: fig|200643.8.peg.1428
1_732: fig|200643.8.peg.1429
1_733: fig|200643.8.peg.1430
1_734: fig|200643.8.peg.1431
1_735: fig|200643.8.peg.1434
1_736: fig|200643.8.peg.1435
1_737: fig|200643.8.peg.1437
1_738: fig|200643.8.peg.1438
1_739: fig|200643.8.peg.1441
1_740: fig|200643.8.peg.1442
1_741: fig|200643.8.peg.1443
1_742: fig|200643.8.peg.1444
1_743: fig|200643.8.peg.1445
1_744: fig|200643.8.peg.1447
1_745: fig|200643.8.peg.1474
1_746: fig|200643.8.peg.1475
1_747: fig|200643.8.peg.1476
1_748: fig|200643.8.peg.1477
1_749: fig|200643.8.peg.1478
1_750: fig|200643.8.peg.1480
1_751: fig|200643.8.peg.1481
1_752: fig|200643.8.peg.1485
1_753: fig|200643.8.peg.1486
1_754: fig|200643.8.peg.1487
1_755: fig|200643.8.peg.1489
1_756: fig|200643.8.peg.1491
1_757: fig|200643.8.peg.1493
1_758: fig|200643.8.peg.1496
1_759: fig|200643.8.peg.1497
1_760: fig|200643.8.peg.1499
1_761: fig|200643.8.peg.1500
1_762: fig|200643.8.peg.1501
1_763: fig|200643.8.peg.1504
1_764: fig|200643.8.peg.1505
1_765: fig|200643.8.peg.1506
1_766: fig|200643.8.peg.1507
1_767: fig|200643.8.peg.1508
1_768: fig|200643.8.peg.1513
1_769: fig|200643.8.peg.1514
1_770: fig|200643.8.peg.1520
1_771: fig|200643.8.peg.1521
1_772: fig|200643.8.peg.1523
1_773: fig|200643.8.peg.1524
1_774: fig|200643.8.peg.1526
1_775: fig|200643.8.peg.1527
1_776: fig|200643.8.peg.1528
1_777: fig|200643.8.peg.1529
1_778: fig|200643.8.peg.1531
1_779: fig|200643.8.peg.1532
1_780: fig|200643.8.peg.1534
1_781: fig|200643.8.peg.1535
1_782: fig|200643.8.peg.1537
1_783: fig|200643.8.peg.1538
1_784: fig|200643.8.peg.1539
1_785: fig|200643.8.peg.1540
1_786: fig|200643.8.peg.1541
1_787: fig|200643.8.peg.1542
1_788: fig|200643.8.peg.1543
1_789: fig|200643.8.peg.1545
1_790: fig|200643.8.peg.1548
1_791: fig|200643.8.peg.1549
1_792: fig|200643.8.peg.1550
1_793: fig|200643.8.peg.1551
1_794: fig|200643.8.peg.1552
1_795: fig|200643.8.peg.1553
1_796: fig|200643.8.peg.1554
1_797: fig|200643.8.peg.1555
1_798: fig|200643.8.peg.1556
1_799: fig|200643.8.peg.1557
1_800: fig|200643.8.peg.1561
1_801: fig|200643.8.peg.1562
1_802: fig|200643.8.peg.1564
1_803: fig|200643.8.peg.1568
1_804: fig|200643.8.peg.1569
1_805: fig|200643.8.peg.1570
1_806: fig|200643.8.peg.1574
1_807: fig|200643.8.peg.1576
1_808: fig|200643.8.peg.1582
1_809: fig|200643.8.peg.1583
1_810: fig|200643.8.peg.1587
1_811: fig|200643.8.peg.1591
1_812: fig|200643.8.peg.1593
1_813: fig|200643.8.peg.1598
1_814: fig|200643.8.peg.1599
1_815: fig|200643.8.peg.1603
1_816: fig|200643.8.peg.1605
1_817: fig|200643.8.peg.1606
1_818: fig|200643.8.peg.1608
1_819: fig|200643.8.peg.1609
1_820: fig|200643.8.peg.1611
1_821: fig|200643.8.peg.1619
1_822: fig|200643.8.peg.1622
1_823: fig|200643.8.peg.1623
1_824: fig|200643.8.peg.1624
1_825: fig|200643.8.peg.1628
1_826: fig|200643.8.peg.1629
1_827: fig|200643.8.peg.1630
1_828: fig|200643.8.peg.1632
1_829: fig|200643.8.peg.1633
1_830: fig|200643.8.peg.1634
1_831: fig|200643.8.peg.1637
1_832: fig|200643.8.peg.1638
1_833: fig|200643.8.peg.1640
1_834: fig|200643.8.peg.1641
1_835: fig|200643.8.peg.1642
1_836: fig|200643.8.peg.1643
1_837: fig|200643.8.peg.1644
1_838: fig|200643.8.peg.1647
1_839: fig|200643.8.peg.1651
1_840: fig|200643.8.peg.1652
1_841: fig|200643.8.peg.1653
1_842: fig|200643.8.peg.1654
1_843: fig|200643.8.peg.1656
1_844: fig|200643.8.peg.1657
1_845: fig|200643.8.peg.1658
1_846: fig|200643.8.peg.1659
1_847: fig|200643.8.peg.1660
1_848: fig|200643.8.peg.1661
1_849: fig|200643.8.peg.1664
1_850: fig|200643.8.peg.1665
1_851: fig|200643.8.peg.1666
1_852: fig|200643.8.peg.1667
1_853: fig|200643.8.peg.1668
1_854: fig|200643.8.peg.1669
1_855: fig|200643.8.peg.1670
1_856: fig|200643.8.peg.1671
1_857: fig|200643.8.peg.1674
1_858: fig|200643.8.peg.1675
1_859: fig|200643.8.peg.1676
1_860: fig|200643.8.peg.1677
1_861: fig|200643.8.peg.1679
1_862: fig|200643.8.peg.1683
1_863: fig|200643.8.peg.1684
1_864: fig|200643.8.peg.1686
1_865: fig|200643.8.peg.1687
1_866: fig|200643.8.peg.1688
1_867: fig|200643.8.peg.1689
1_868: fig|200643.8.peg.1690
1_869: fig|200643.8.peg.1691
1_870: fig|200643.8.peg.1692
1_871: fig|200643.8.peg.1694
1_872: fig|200643.8.peg.1695
1_873: fig|200643.8.peg.1696
1_874: fig|200643.8.peg.1697
1_875: fig|200643.8.peg.1698
1_876: fig|200643.8.peg.1699
1_877: fig|200643.8.peg.1700
1_878: fig|200643.8.peg.1701
1_879: fig|200643.8.peg.1702
1_880: fig|200643.8.peg.1703
1_881: fig|200643.8.peg.1704
1_882: fig|200643.8.peg.1705
1_883: fig|200643.8.peg.1706
1_884: fig|200643.8.peg.1707
1_885: fig|200643.8.peg.1708
1_886: fig|200643.8.peg.1709
1_887: fig|200643.8.peg.1710
1_888: fig|200643.8.peg.1712
1_889: fig|200643.8.peg.1714
1_890: fig|200643.8.peg.1715
1_891: fig|200643.8.peg.1716
1_892: fig|200643.8.peg.1719
1_893: fig|200643.8.peg.1724
1_894: fig|200643.8.peg.1726
1_895: fig|200643.8.peg.1727
1_896: fig|200643.8.peg.1728
1_897: fig|200643.8.peg.1729
1_898: fig|200643.8.peg.1731
1_899: fig|200643.8.peg.1732
1_900: fig|200643.8.peg.1733
1_901: fig|200643.8.peg.1734
1_902: fig|200643.8.peg.1735
1_903: fig|200643.8.peg.1736
1_904: fig|200643.8.peg.1738
1_905: fig|200643.8.peg.1740
1_906: fig|200643.8.peg.1741
1_907: fig|200643.8.peg.1745
1_908: fig|200643.8.peg.1746
1_909: fig|200643.8.peg.1747
1_910: fig|200643.8.peg.1749
1_911: fig|200643.8.peg.1754
1_912: fig|200643.8.peg.1755
1_913: fig|200643.8.peg.1758
1_914: fig|200643.8.peg.1759
1_915: fig|200643.8.peg.1760
1_916: fig|200643.8.peg.1764
1_917: fig|200643.8.peg.1765
1_918: fig|200643.8.peg.1766
1_919: fig|200643.8.peg.1768
1_920: fig|200643.8.peg.1771
1_921: fig|200643.8.peg.1772
1_922: fig|200643.8.peg.1774
1_923: fig|200643.8.peg.1775
1_924: fig|200643.8.peg.1777
1_925: fig|200643.8.peg.1778
1_926: fig|200643.8.peg.1779
1_927: fig|200643.8.peg.1782
1_928: fig|200643.8.peg.1783
1_929: fig|200643.8.peg.1784
1_930: fig|200643.8.peg.1785
1_931: fig|200643.8.peg.1786
1_932: fig|200643.8.peg.1787
1_933: fig|200643.8.peg.1789
1_934: fig|200643.8.peg.1791
1_935: fig|200643.8.peg.1793
1_936: fig|200643.8.peg.1794
1_937: fig|200643.8.peg.1795
1_938: fig|200643.8.peg.1796
1_939: fig|200643.8.peg.1797
1_940: fig|200643.8.peg.1798
1_941: fig|200643.8.peg.1799
1_942: fig|200643.8.peg.1801
1_943: fig|200643.8.peg.1802
1_944: fig|200643.8.peg.1803
1_945: fig|200643.8.peg.1805
1_946: fig|200643.8.peg.1806
1_947: fig|200643.8.peg.1807
1_948: fig|200643.8.peg.1809
1_949: fig|200643.8.peg.1814
1_950: fig|200643.8.peg.1815
1_951: fig|200643.8.peg.1817
1_952: fig|200643.8.peg.1820
1_953: fig|200643.8.peg.1824
1_954: fig|200643.8.peg.1825
1_955: fig|200643.8.peg.1826
1_956: fig|200643.8.peg.1829
1_957: fig|200643.8.peg.1835
1_958: fig|200643.8.peg.1836
1_959: fig|200643.8.peg.1839
1_960: fig|200643.8.peg.1841
1_961: fig|200643.8.peg.1843
1_962: fig|200643.8.peg.1844
1_963: fig|200643.8.peg.1852
1_964: fig|200643.8.peg.1853
1_965: fig|200643.8.peg.1859
1_966: fig|200643.8.peg.1863
1_967: fig|200643.8.peg.1868
1_968: fig|200643.8.peg.1877
1_969: fig|200643.8.peg.1878
1_970: fig|200643.8.peg.1879
1_971: fig|200643.8.peg.1880
1_972: fig|200643.8.peg.1881
1_973: fig|200643.8.peg.1882
1_974: fig|200643.8.peg.1885
1_975: fig|200643.8.peg.1886
1_976: fig|200643.8.peg.1887
1_977: fig|200643.8.peg.1888
1_978: fig|200643.8.peg.1893
1_979: fig|200643.8.peg.1897
1_980: fig|200643.8.peg.1900
1_981: fig|200643.8.peg.1901
1_982: fig|200643.8.peg.1902
1_983: fig|200643.8.peg.1904
1_984: fig|200643.8.peg.1906
1_985: fig|200643.8.peg.1907
1_986: fig|200643.8.peg.1908
1_987: fig|200643.8.peg.1909
1_988: fig|200643.8.peg.1910
1_989: fig|200643.8.peg.1911
1_990: fig|200643.8.peg.1912
1_991: fig|200643.8.peg.1916
1_992: fig|200643.8.peg.1919
1_993: fig|200643.8.peg.1920
1_994: fig|200643.8.peg.1921
1_995: fig|200643.8.peg.1922
1_996: fig|200643.8.peg.1923
1_997: fig|200643.8.peg.1924
1_998: fig|200643.8.peg.1925
1_999: fig|200643.8.peg.1930
1_1000: fig|200643.8.peg.1931
1_1001: fig|200643.8.peg.1932
1_1002: fig|200643.8.peg.1933
1_1003: fig|200643.8.peg.1934
1_1004: fig|200643.8.peg.1939
1_1005: fig|200643.8.peg.1940
1_1006: fig|200643.8.peg.1941
1_1007: fig|200643.8.peg.1943
1_1008: fig|200643.8.peg.1944
1_1009: fig|200643.8.peg.1945
1_1010: fig|200643.8.peg.1946
1_1011: fig|200643.8.peg.1951
1_1012: fig|200643.8.peg.1952
1_1013: fig|200643.8.peg.1953
1_1014: fig|200643.8.peg.1954
1_1015: fig|200643.8.peg.1955
1_1016: fig|200643.8.peg.1959
1_1017: fig|200643.8.peg.1960
1_1018: fig|200643.8.peg.1961
1_1019: fig|200643.8.peg.1962
1_1020: fig|200643.8.peg.1964
1_1021: fig|200643.8.peg.1965
1_1022: fig|200643.8.peg.1966
1_1023: fig|200643.8.peg.1967
1_1024: fig|200643.8.peg.1970
1_1025: fig|200643.8.peg.1971
1_1026: fig|200643.8.peg.1972
1_1027: fig|200643.8.peg.1973
1_1028: fig|200643.8.peg.1974
1_1029: fig|200643.8.peg.1976
1_1030: fig|200643.8.peg.1977
1_1031: fig|200643.8.peg.1978
1_1032: fig|200643.8.peg.1979
1_1033: fig|200643.8.peg.1980
1_1034: fig|200643.8.peg.1981
1_1035: fig|200643.8.peg.1982
1_1036: fig|200643.8.peg.1983
1_1037: fig|200643.8.peg.1984
1_1038: fig|200643.8.peg.1985
1_1039: fig|200643.8.peg.1986
1_1040: fig|200643.8.peg.1987
1_1041: fig|200643.8.peg.1988
1_1042: fig|200643.8.peg.1990
1_1043: fig|200643.8.peg.1991
1_1044: fig|200643.8.peg.1992
1_1045: fig|200643.8.peg.1993
1_1046: fig|200643.8.peg.1994
1_1047: fig|200643.8.peg.1995
1_1048: fig|200643.8.peg.1996
1_1049: fig|200643.8.peg.1997
1_1050: fig|200643.8.peg.2006
1_1051: fig|200643.8.peg.2007
1_1052: fig|200643.8.peg.2010
1_1053: fig|200643.8.peg.2014
1_1054: fig|200643.8.peg.2015
1_1055: fig|200643.8.peg.2017
1_1056: fig|200643.8.peg.2018
1_1057: fig|200643.8.peg.2019
1_1058: fig|200643.8.peg.2020
1_1059: fig|200643.8.peg.2023
1_1060: fig|200643.8.peg.2029
1_1061: fig|200643.8.peg.2030
1_1062: fig|200643.8.peg.2032
1_1063: fig|200643.8.peg.2035
1_1064: fig|200643.8.peg.2036
1_1065: fig|200643.8.peg.2038
1_1066: fig|200643.8.peg.2039
1_1067: fig|200643.8.peg.2040
1_1068: fig|200643.8.peg.2041
1_1069: fig|200643.8.peg.2042
1_1070: fig|200643.8.peg.2043
1_1071: fig|200643.8.peg.2045
1_1072: fig|200643.8.peg.2047
1_1073: fig|200643.8.peg.2048
1_1074: fig|200643.8.peg.2049
1_1075: fig|200643.8.peg.2051
1_1076: fig|200643.8.peg.2053
1_1077: fig|200643.8.peg.2054
1_1078: fig|200643.8.peg.2055
1_1079: fig|200643.8.peg.2057
1_1080: fig|200643.8.peg.2058
1_1081: fig|200643.8.peg.2059
1_1082: fig|200643.8.peg.2061
1_1083: fig|200643.8.peg.2066
1_1084: fig|200643.8.peg.2069
1_1085: fig|200643.8.peg.2073
1_1086: fig|200643.8.peg.2074
1_1087: fig|200643.8.peg.2075
1_1088: fig|200643.8.peg.2077
1_1089: fig|200643.8.peg.2078
1_1090: fig|200643.8.peg.2081
1_1091: fig|200643.8.peg.2082
1_1092: fig|200643.8.peg.2087
1_1093: fig|200643.8.peg.2090
1_1094: fig|200643.8.peg.2091
1_1095: fig|200643.8.peg.2092
1_1096: fig|200643.8.peg.2094
1_1097: fig|200643.8.peg.2095
1_1098: fig|200643.8.peg.2096
1_1099: fig|200643.8.peg.2097
1_1100: fig|200643.8.peg.2098
1_1101: fig|200643.8.peg.2099
1_1102: fig|200643.8.peg.2100
1_1103: fig|200643.8.peg.2101
1_1104: fig|200643.8.peg.2102
1_1105: fig|200643.8.peg.2103
1_1106: fig|200643.8.peg.2105
1_1107: fig|200643.8.peg.2106
1_1108: fig|200643.8.peg.2107
1_1109: fig|200643.8.peg.2108
1_1110: fig|200643.8.peg.2109
1_1111: fig|200643.8.peg.2111
1_1112: fig|200643.8.peg.2112
1_1113: fig|200643.8.peg.2115
1_1114: fig|200643.8.peg.2116
1_1115: fig|200643.8.peg.2117
1_1116: fig|200643.8.peg.2118
1_1117: fig|200643.8.peg.2119
1_1118: fig|200643.8.peg.2120
1_1119: fig|200643.8.peg.2121
1_1120: fig|200643.8.peg.2122
1_1121: fig|200643.8.peg.2124
1_1122: fig|200643.8.peg.2127
1_1123: fig|200643.8.peg.2131
1_1124: fig|200643.8.peg.2133
1_1125: fig|200643.8.peg.2134
1_1126: fig|200643.8.peg.2135
1_1127: fig|200643.8.peg.2136
1_1128: fig|200643.8.peg.2138
1_1129: fig|200643.8.peg.2140
1_1130: fig|200643.8.peg.2141
1_1131: fig|200643.8.peg.2142
1_1132: fig|200643.8.peg.2144
1_1133: fig|200643.8.peg.2145
1_1134: fig|200643.8.peg.2146
1_1135: fig|200643.8.peg.2165
1_1136: fig|200643.8.peg.2166
1_1137: fig|200643.8.peg.2173
1_1138: fig|200643.8.peg.2175
1_1139: fig|200643.8.peg.2178
1_1140: fig|200643.8.peg.2179
1_1141: fig|200643.8.peg.2184
1_1142: fig|200643.8.peg.2185
1_1143: fig|200643.8.peg.2187
1_1144: fig|200643.8.peg.2189
1_1145: fig|200643.8.peg.2190
1_1146: fig|200643.8.peg.2191
1_1147: fig|200643.8.peg.2192
1_1148: fig|200643.8.peg.2195
1_1149: fig|200643.8.peg.2197
1_1150: fig|200643.8.peg.2198
1_1151: fig|200643.8.peg.2200
1_1152: fig|200643.8.peg.2203
1_1153: fig|200643.8.peg.2205
1_1154: fig|200643.8.peg.2207
1_1155: fig|200643.8.peg.2209
1_1156: fig|200643.8.peg.2213
1_1157: fig|200643.8.peg.2215
1_1158: fig|200643.8.peg.2216
1_1159: fig|200643.8.peg.2217
1_1160: fig|200643.8.peg.2226
1_1161: fig|200643.8.peg.2227
1_1162: fig|200643.8.peg.2228
1_1163: fig|200643.8.peg.2231
1_1164: fig|200643.8.peg.2233
1_1165: fig|200643.8.peg.2235
1_1166: fig|200643.8.peg.2237
1_1167: fig|200643.8.peg.2238
1_1168: fig|200643.8.peg.2241
1_1169: fig|200643.8.peg.2242
1_1170: fig|200643.8.peg.2243
1_1171: fig|200643.8.peg.2244
1_1172: fig|200643.8.peg.2246
1_1173: fig|200643.8.peg.2247
1_1174: fig|200643.8.peg.2251
1_1175: fig|200643.8.peg.2253
1_1176: fig|200643.8.peg.2254
1_1177: fig|200643.8.peg.2256
1_1178: fig|200643.8.peg.2257
1_1179: fig|200643.8.peg.2259
1_1180: fig|200643.8.peg.2260
1_1181: fig|200643.8.peg.2265
1_1182: fig|200643.8.peg.2267
1_1183: fig|200643.8.peg.2269
1_1184: fig|200643.8.peg.2270
1_1185: fig|200643.8.peg.2272
1_1186: fig|200643.8.peg.2276
1_1187: fig|200643.8.peg.2277
1_1188: fig|200643.8.peg.2278
1_1189: fig|200643.8.peg.2279
1_1190: fig|200643.8.peg.2280
1_1191: fig|200643.8.peg.2283
1_1192: fig|200643.8.peg.2284
1_1193: fig|200643.8.peg.2286
1_1194: fig|200643.8.peg.2287
1_1195: fig|200643.8.peg.2290
1_1196: fig|200643.8.peg.2294
1_1197: fig|200643.8.peg.2295
1_1198: fig|200643.8.peg.2296
1_1199: fig|200643.8.peg.2297
1_1200: fig|200643.8.peg.2298
1_1201: fig|200643.8.peg.2300
1_1202: fig|200643.8.peg.2301
1_1203: fig|200643.8.peg.2302
1_1204: fig|200643.8.peg.2303
1_1205: fig|200643.8.peg.2307
1_1206: fig|200643.8.peg.2308
1_1207: fig|200643.8.peg.2310
1_1208: fig|200643.8.peg.2312
1_1209: fig|200643.8.peg.2318
1_1210: fig|200643.8.peg.2320
1_1211: fig|200643.8.peg.399
1_1212: fig|200643.8.peg.1086
1_1213: fig|200643.8.peg.1375
1_1214: fig|200643.8.peg.1544
1_1215: fig|200643.8.peg.2
1_1216: fig|200643.8.peg.3
1_1217: fig|200643.8.peg.5
1_1218: fig|200643.8.peg.8
1_1219: fig|200643.8.peg.9
1_1220: fig|200643.8.peg.10
1_1221: fig|200643.8.peg.12
1_1222: fig|200643.8.peg.15
1_1223: fig|200643.8.peg.22
1_1224: fig|200643.8.peg.28
1_1225: fig|200643.8.peg.33
1_1226: fig|200643.8.peg.37
1_1227: fig|200643.8.peg.39
1_1228: fig|200643.8.peg.43
1_1229: fig|200643.8.peg.47
1_1230: fig|200643.8.peg.48
1_1231: fig|200643.8.peg.61
1_1232: fig|200643.8.peg.63
1_1233: fig|200643.8.peg.66
1_1234: fig|200643.8.peg.67
1_1235: fig|200643.8.peg.75
1_1236: fig|200643.8.peg.77
1_1237: fig|200643.8.peg.82
1_1238: fig|200643.8.peg.83
1_1239: fig|200643.8.peg.84
1_1240: fig|200643.8.peg.89
1_1241: fig|200643.8.peg.96
1_1242: fig|200643.8.peg.97
1_1243: fig|200643.8.peg.106
1_1244: fig|200643.8.peg.109
1_1245: fig|200643.8.peg.114
1_1246: fig|200643.8.peg.119
1_1247: fig|200643.8.peg.120
1_1248: fig|200643.8.peg.124
1_1249: fig|200643.8.peg.129
1_1250: fig|200643.8.peg.132
1_1251: fig|200643.8.peg.136
1_1252: fig|200643.8.peg.139
1_1253: fig|200643.8.peg.141
1_1254: fig|200643.8.peg.145
1_1255: fig|200643.8.peg.148
1_1256: fig|200643.8.peg.159
1_1257: fig|200643.8.peg.160
1_1258: fig|200643.8.peg.175
1_1259: fig|200643.8.peg.179
1_1260: fig|200643.8.peg.183
1_1261: fig|200643.8.peg.184
1_1262: fig|200643.8.peg.185
1_1263: fig|200643.8.peg.202
1_1264: fig|200643.8.peg.211
1_1265: fig|200643.8.peg.222
1_1266: fig|200643.8.peg.224
1_1267: fig|200643.8.peg.225
1_1268: fig|200643.8.peg.227
1_1269: fig|200643.8.peg.229
1_1270: fig|200643.8.peg.232
1_1271: fig|200643.8.peg.236
1_1272: fig|200643.8.peg.238
1_1273: fig|200643.8.peg.239
1_1274: fig|200643.8.peg.245
1_1275: fig|200643.8.peg.255
1_1276: fig|200643.8.peg.257
1_1277: fig|200643.8.peg.258
1_1278: fig|200643.8.peg.272
1_1279: fig|200643.8.peg.274
1_1280: fig|200643.8.peg.275
1_1281: fig|200643.8.peg.276
1_1282: fig|200643.8.peg.277
1_1283: fig|200643.8.peg.287
1_1284: fig|200643.8.peg.292
1_1285: fig|200643.8.peg.293
1_1286: fig|200643.8.peg.302
1_1287: fig|200643.8.peg.305
1_1288: fig|200643.8.peg.306
1_1289: fig|200643.8.peg.310
1_1290: fig|200643.8.peg.312
1_1291: fig|200643.8.peg.313
1_1292: fig|200643.8.peg.316
1_1293: fig|200643.8.peg.319
1_1294: fig|200643.8.peg.321
1_1295: fig|200643.8.peg.325
1_1296: fig|200643.8.peg.327
1_1297: fig|200643.8.peg.328
1_1298: fig|200643.8.peg.329
1_1299: fig|200643.8.peg.334
1_1300: fig|200643.8.peg.335
1_1301: fig|200643.8.peg.342
1_1302: fig|200643.8.peg.348
1_1303: fig|200643.8.peg.350
1_1304: fig|200643.8.peg.356
1_1305: fig|200643.8.peg.357
1_1306: fig|200643.8.peg.358
1_1307: fig|200643.8.peg.361
1_1308: fig|200643.8.peg.367
1_1309: fig|200643.8.peg.370
1_1310: fig|200643.8.peg.382
1_1311: fig|200643.8.peg.385
1_1312: fig|200643.8.peg.387
1_1313: fig|200643.8.peg.388
1_1314: fig|200643.8.peg.392
1_1315: fig|200643.8.peg.393
1_1316: fig|200643.8.peg.407
1_1317: fig|200643.8.peg.408
1_1318: fig|200643.8.peg.409
1_1319: fig|200643.8.peg.418
1_1320: fig|200643.8.peg.421
1_1321: fig|200643.8.peg.422
1_1322: fig|200643.8.peg.423
1_1323: fig|200643.8.peg.427
1_1324: fig|200643.8.peg.432
1_1325: fig|200643.8.peg.444
1_1326: fig|200643.8.peg.445
1_1327: fig|200643.8.peg.453
1_1328: fig|200643.8.peg.459
1_1329: fig|200643.8.peg.476
1_1330: fig|200643.8.peg.477
1_1331: fig|200643.8.peg.478
1_1332: fig|200643.8.peg.479
1_1333: fig|200643.8.peg.480
1_1334: fig|200643.8.peg.492
1_1335: fig|200643.8.peg.495
1_1336: fig|200643.8.peg.497
1_1337: fig|200643.8.peg.499
1_1338: fig|200643.8.peg.502
1_1339: fig|200643.8.peg.504
1_1340: fig|200643.8.peg.511
1_1341: fig|200643.8.peg.514
1_1342: fig|200643.8.peg.517
1_1343: fig|200643.8.peg.518
1_1344: fig|200643.8.peg.522
1_1345: fig|200643.8.peg.524
1_1346: fig|200643.8.peg.526
1_1347: fig|200643.8.peg.529
1_1348: fig|200643.8.peg.531
1_1349: fig|200643.8.peg.533
1_1350: fig|200643.8.peg.540
1_1351: fig|200643.8.peg.545
1_1352: fig|200643.8.peg.553
1_1353: fig|200643.8.peg.557
1_1354: fig|200643.8.peg.558
1_1355: fig|200643.8.peg.563
1_1356: fig|200643.8.peg.569
1_1357: fig|200643.8.peg.573
1_1358: fig|200643.8.peg.574
1_1359: fig|200643.8.peg.575
1_1360: fig|200643.8.peg.576
1_1361: fig|200643.8.peg.577
1_1362: fig|200643.8.peg.586
1_1363: fig|200643.8.peg.587
1_1364: fig|200643.8.peg.588
1_1365: fig|200643.8.peg.590
1_1366: fig|200643.8.peg.601
1_1367: fig|200643.8.peg.603
1_1368: fig|200643.8.peg.604
1_1369: fig|200643.8.peg.614
1_1370: fig|200643.8.peg.616
1_1371: fig|200643.8.peg.624
1_1372: fig|200643.8.peg.625
1_1373: fig|200643.8.peg.628
1_1374: fig|200643.8.peg.641
