"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42"
"OG0000320:","fig|1196095.96.peg.253","fig|1196095.108.peg.268","fig|1196095.127.peg.2249","fig|1196095.98.peg.2306","fig|1196095.110.peg.117","fig|1196095.112.peg.1722","fig|1196095.119.peg.586","fig|1196095.114.peg.1280","fig|1196095.100.peg.2","fig|1196095.123.peg.738","fig|1196095.132.peg.1864","fig|1196095.102.peg.1413","fig|1196095.115.peg.1771","fig|1196095.135.peg.442","fig|1196095.116.peg.2618","fig|1196095.95.peg.193","fig|1196095.113.peg.802","fig|1196095.106.peg.540","fig|1196095.121.peg.2304","fig|1196095.134.peg.562","fig|1196095.130.peg.90","fig|1196095.118.peg.553","fig|1196095.101.peg.70","fig|1196095.128.peg.2217","fig|1196095.99.peg.1452","fig|1196095.129.peg.825","fig|1196095.122.peg.1408","fig|1196095.94.peg.748","fig|1196095.104.peg.1008","fig|1196095.133.peg.2690","fig|1196095.124.peg.618","fig|1196095.103.peg.978","fig|1196095.107.peg.1787","fig|1196095.97.peg.1203","fig|1196095.109.peg.1414","fig|1196095.111.peg.77","fig|1196095.117.peg.1849","fig|1196095.120.peg.1565","fig|1196095.105.peg.1221","fig|1196095.126.peg.861","fig|1196095.125.peg.447","fig|1196095.131.peg.554"
"OG0000515:","fig|1196095.127.peg.1296","fig|1196095.98.peg.2367","fig|1196095.125.peg.1886","fig|1196095.135.peg.2287","fig|1196095.105.peg.214","fig|1196095.103.peg.55","fig|1196095.133.peg.2186","fig|1196095.95.peg.1601","fig|1196095.123.peg.1400","fig|1196095.106.peg.643","fig|1196095.130.peg.1459","fig|1196095.132.peg.1922","fig|1196095.114.peg.766","fig|1196095.115.peg.201","fig|1196095.117.peg.1235","fig|1196095.100.peg.496","fig|1196095.110.peg.266","fig|1196095.96.peg.2423","fig|1196095.119.peg.1550","fig|1196095.97.peg.1091","fig|1196095.94.peg.887","fig|1196095.131.peg.1994","fig|1196095.116.peg.200","fig|1196095.111.peg.204","fig|1196095.107.peg.601","fig|1196095.126.peg.800","fig|1196095.108.peg.1917","fig|1196095.113.peg.437","fig|1196095.121.peg.1362","fig|1196095.99.peg.2074","fig|1196095.124.peg.1488","fig|1196095.120.peg.1266","fig|1196095.128.peg.877","fig|1196095.134.peg.1240","fig|1196095.109.peg.344","fig|1196095.102.peg.454","fig|1196095.122.peg.12","fig|1196095.118.peg.1720","fig|1196095.104.peg.459","fig|1196095.129.peg.1767","fig|1196095.101.peg.1898","fig|1196095.112.peg.1979"
"OG0000516:","fig|1196095.127.peg.1295","fig|1196095.108.peg.1916","fig|1196095.122.peg.13","fig|1196095.125.peg.1887","fig|1196095.135.peg.2288","fig|1196095.105.peg.215","fig|1196095.95.peg.1602","fig|1196095.110.peg.267","fig|1196095.123.peg.1401","fig|1196095.130.peg.1460","fig|1196095.133.peg.3220","fig|1196095.131.peg.1995","fig|1196095.102.peg.455","fig|1196095.115.peg.200","fig|1196095.119.peg.1551","fig|1196095.112.peg.1980","fig|1196095.96.peg.2424","fig|1196095.132.peg.1923","fig|1196095.117.peg.1236","fig|1196095.100.peg.497","fig|1196095.99.peg.2073","fig|1196095.94.peg.888","fig|1196095.111.peg.203","fig|1196095.116.peg.199","fig|1196095.114.peg.765","fig|1196095.126.peg.801","fig|1196095.107.peg.600","fig|1196095.128.peg.876","fig|1196095.121.peg.1363","fig|1196095.124.peg.1487","fig|1196095.113.peg.436","fig|1196095.134.peg.1241","fig|1196095.97.peg.1090","fig|1196095.109.peg.345","fig|1196095.106.peg.303","fig|1196095.120.peg.1267","fig|1196095.118.peg.1719","fig|1196095.104.peg.458","fig|1196095.98.peg.2368","fig|1196095.129.peg.1766","fig|1196095.101.peg.1897","fig|1196095.103.peg.54"
"OG0000517:","fig|1196095.127.peg.1294","fig|1196095.108.peg.1915","fig|1196095.125.peg.1888","fig|1196095.123.peg.1402","fig|1196095.95.peg.1603","fig|1196095.103.peg.53","fig|1196095.99.peg.2072","fig|1196095.105.peg.216","fig|1196095.135.peg.2289","fig|1196095.94.peg.889","fig|1196095.115.peg.197","fig|1196095.130.peg.1461","fig|1196095.102.peg.456","fig|1196095.110.peg.268","fig|1196095.106.peg.302","fig|1196095.112.peg.1981","fig|1196095.113.peg.435","fig|1196095.100.peg.498","fig|1196095.119.peg.1552","fig|1196095.117.peg.1237","fig|1196095.111.peg.202","fig|1196095.116.peg.198","fig|1196095.126.peg.802","fig|1196095.131.peg.1996","fig|1196095.107.peg.599","fig|1196095.114.peg.764","fig|1196095.96.peg.2425","fig|1196095.128.peg.875","fig|1196095.121.peg.1364","fig|1196095.133.peg.258","fig|1196095.98.peg.2369","fig|1196095.134.peg.1242","fig|1196095.97.peg.1089","fig|1196095.132.peg.1924","fig|1196095.120.peg.1268","fig|1196095.109.peg.346","fig|1196095.118.peg.1718","fig|1196095.122.peg.14","fig|1196095.101.peg.1896","fig|1196095.104.peg.457","fig|1196095.129.peg.1765","fig|1196095.124.peg.1486"
"OG0000518:","fig|1196095.119.peg.1553","fig|1196095.127.peg.1293","fig|1196095.125.peg.1889","fig|1196095.108.peg.1914","fig|1196095.120.peg.1269","fig|1196095.123.peg.1403","fig|1196095.100.peg.499","fig|1196095.103.peg.52","fig|1196095.105.peg.217","fig|1196095.135.peg.2290","fig|1196095.115.peg.196","fig|1196095.130.peg.1462","fig|1196095.106.peg.301","fig|1196095.99.peg.2071","fig|1196095.102.peg.457","fig|1196095.129.peg.1764","fig|1196095.110.peg.269","fig|1196095.112.peg.1982","fig|1196095.132.peg.1925","fig|1196095.111.peg.201","fig|1196095.131.peg.1997","fig|1196095.126.peg.803","fig|1196095.116.peg.197","fig|1196095.94.peg.890","fig|1196095.133.peg.3632","fig|1196095.113.peg.434","fig|1196095.107.peg.598","fig|1196095.114.peg.763","fig|1196095.104.peg.456","fig|1196095.128.peg.874","fig|1196095.97.peg.1088","fig|1196095.124.peg.1485","fig|1196095.121.peg.1365","fig|1196095.134.peg.1243","fig|1196095.95.peg.1604","fig|1196095.109.peg.347","fig|1196095.122.peg.15","fig|1196095.118.peg.1717","fig|1196095.98.peg.2370","fig|1196095.101.peg.1895","fig|1196095.96.peg.2426","fig|1196095.117.peg.1238"
"OG0000519:","fig|1196095.127.peg.1282","fig|1196095.109.peg.1918","fig|1196095.99.peg.1690","fig|1196095.113.peg.619","fig|1196095.134.peg.1256","fig|1196095.114.peg.741","fig|1196095.94.peg.110","fig|1196095.133.peg.1373","fig|1196095.126.peg.976","fig|1196095.100.peg.516","fig|1196095.102.peg.843","fig|1196095.122.peg.35","fig|1196095.118.peg.2113","fig|1196095.106.peg.784","fig|1196095.131.peg.2030","fig|1196095.96.peg.2436","fig|1196095.119.peg.1566","fig|1196095.125.peg.1788","fig|1196095.124.peg.891","fig|1196095.116.peg.115","fig|1196095.95.peg.973","fig|1196095.129.peg.1734","fig|1196095.117.peg.753","fig|1196095.108.peg.2220","fig|1196095.115.peg.177","fig|1196095.104.peg.985","fig|1196095.103.peg.35","fig|1196095.123.peg.1423","fig|1196095.128.peg.1366","fig|1196095.97.peg.1043","fig|1196095.111.peg.1894","fig|1196095.110.peg.984","fig|1196095.132.peg.1936","fig|1196095.130.peg.1480","fig|1196095.107.peg.1919","fig|1196095.105.peg.849","fig|1196095.120.peg.930","fig|1196095.121.peg.119","fig|1196095.101.peg.1878","fig|1196095.98.peg.227","fig|1196095.135.peg.2301","fig|1196095.112.peg.1835"
"OG0000520:","fig|1196095.134.peg.1257","fig|1196095.122.peg.36","fig|1196095.109.peg.1919","fig|1196095.106.peg.706","fig|1196095.99.peg.1689","fig|1196095.113.peg.620","fig|1196095.114.peg.740","fig|1196095.123.peg.1424","fig|1196095.126.peg.977","fig|1196095.102.peg.842","fig|1196095.118.peg.2112","fig|1196095.110.peg.983","fig|1196095.131.peg.2031","fig|1196095.133.peg.1372","fig|1196095.96.peg.2437","fig|1196095.125.peg.1787","fig|1196095.124.peg.892","fig|1196095.127.peg.1281","fig|1196095.95.peg.972","fig|1196095.108.peg.2221","fig|1196095.117.peg.754","fig|1196095.129.peg.1733","fig|1196095.115.peg.176","fig|1196095.119.peg.1567","fig|1196095.116.peg.116","fig|1196095.105.peg.850","fig|1196095.130.peg.1481","fig|1196095.128.peg.1365","fig|1196095.111.peg.1893","fig|1196095.94.peg.111","fig|1196095.97.peg.1042","fig|1196095.103.peg.34","fig|1196095.107.peg.1918","fig|1196095.132.peg.1937","fig|1196095.120.peg.931","fig|1196095.121.peg.120","fig|1196095.101.peg.1877","fig|1196095.98.peg.226","fig|1196095.104.peg.984","fig|1196095.112.peg.1836","fig|1196095.135.peg.2302","fig|1196095.100.peg.517"
"OG0000521:","fig|1196095.114.peg.739","fig|1196095.134.peg.1258","fig|1196095.106.peg.707","fig|1196095.99.peg.1688","fig|1196095.109.peg.1920","fig|1196095.113.peg.621","fig|1196095.123.peg.1425","fig|1196095.126.peg.978","fig|1196095.100.peg.518","fig|1196095.105.peg.851","fig|1196095.133.peg.1371","fig|1196095.110.peg.982","fig|1196095.102.peg.841","fig|1196095.131.peg.2032","fig|1196095.122.peg.37","fig|1196095.96.peg.2438","fig|1196095.95.peg.971","fig|1196095.101.peg.1876","fig|1196095.129.peg.1732","fig|1196095.125.peg.1786","fig|1196095.124.peg.893","fig|1196095.127.peg.1280","fig|1196095.117.peg.755","fig|1196095.108.peg.2222","fig|1196095.115.peg.175","fig|1196095.104.peg.983","fig|1196095.116.peg.117","fig|1196095.119.peg.1568","fig|1196095.103.peg.33","fig|1196095.128.peg.1364","fig|1196095.111.peg.1892","fig|1196095.97.peg.1041","fig|1196095.94.peg.112","fig|1196095.132.peg.1938","fig|1196095.107.peg.1917","fig|1196095.120.peg.932","fig|1196095.121.peg.121","fig|1196095.130.peg.1482","fig|1196095.118.peg.2111","fig|1196095.135.peg.2303","fig|1196095.98.peg.225","fig|1196095.112.peg.1837"
"OG0000522:","fig|1196095.123.peg.325","fig|1196095.98.peg.214","fig|1196095.114.peg.728","fig|1196095.95.peg.658","fig|1196095.108.peg.300","fig|1196095.109.peg.86","fig|1196095.94.peg.1784","fig|1196095.111.peg.875","fig|1196095.119.peg.817","fig|1196095.126.peg.980","fig|1196095.134.peg.1868","fig|1196095.104.peg.1469","fig|1196095.133.peg.2446","fig|1196095.100.peg.520","fig|1196095.115.peg.40","fig|1196095.129.peg.1704","fig|1196095.118.peg.1701","fig|1196095.107.peg.2039","fig|1196095.117.peg.1258","fig|1196095.122.peg.49","fig|1196095.112.peg.1848","fig|1196095.130.peg.1488","fig|1196095.135.peg.2305","fig|1196095.96.peg.2292","fig|1196095.101.peg.1874","fig|1196095.127.peg.1272","fig|1196095.116.peg.176","fig|1196095.99.peg.1677","fig|1196095.105.peg.170","fig|1196095.103.peg.31","fig|1196095.97.peg.1030","fig|1196095.128.peg.1356","fig|1196095.110.peg.727","fig|1196095.121.peg.126","fig|1196095.113.peg.321","fig|1196095.124.peg.2686","fig|1196095.120.peg.302","fig|1196095.106.peg.1509","fig|1196095.125.peg.1781","fig|1196095.132.peg.2069","fig|1196095.102.peg.1933","fig|1196095.131.peg.2057"
"OG0000523:","fig|1196095.118.peg.363","fig|1196095.115.peg.2178","fig|1196095.123.peg.2140","fig|1196095.119.peg.2031","fig|1196095.95.peg.517","fig|1196095.125.peg.108","fig|1196095.122.peg.1950","fig|1196095.116.peg.1473","fig|1196095.108.peg.22","fig|1196095.97.peg.1770","fig|1196095.112.peg.1960","fig|1196095.128.peg.185","fig|1196095.133.peg.3110","fig|1196095.135.peg.1169","fig|1196095.130.peg.1927","fig|1196095.131.peg.398","fig|1196095.103.peg.832","fig|1196095.109.peg.2043","fig|1196095.134.peg.1072","fig|1196095.129.peg.1219","fig|1196095.126.peg.567","fig|1196095.105.peg.2462","fig|1196095.117.peg.1569","fig|1196095.113.peg.1233","fig|1196095.102.peg.1964","fig|1196095.120.peg.1825","fig|1196095.106.peg.286","fig|1196095.114.peg.442","fig|1196095.99.peg.2154","fig|1196095.107.peg.1097","fig|1196095.100.peg.522","fig|1196095.98.peg.643","fig|1196095.101.peg.1610","fig|1196095.104.peg.1899","fig|1196095.96.peg.578","fig|1196095.94.peg.181","fig|1196095.127.peg.72","fig|1196095.132.peg.1757","fig|1196095.110.peg.2413","fig|1196095.124.peg.1382","fig|1196095.121.peg.226","fig|1196095.111.peg.2152"
"OG0000524:","fig|1196095.120.peg.1830","fig|1196095.119.peg.2026","fig|1196095.96.peg.584","fig|1196095.123.peg.2145","fig|1196095.125.peg.113","fig|1196095.108.peg.17","fig|1196095.97.peg.1775","fig|1196095.126.peg.572","fig|1196095.105.peg.2467","fig|1196095.135.peg.1164","fig|1196095.101.peg.1615","fig|1196095.129.peg.1224","fig|1196095.98.peg.648","fig|1196095.109.peg.2038","fig|1196095.104.peg.1618","fig|1196095.110.peg.2418","fig|1196095.118.peg.368","fig|1196095.113.peg.1228","fig|1196095.95.peg.512","fig|1196095.114.peg.437","fig|1196095.107.peg.1102","fig|1196095.115.peg.2173","fig|1196095.117.peg.1564","fig|1196095.122.peg.1955","fig|1196095.134.peg.1078","fig|1196095.133.peg.3639","fig|1196095.102.peg.1969","fig|1196095.128.peg.190","fig|1196095.100.peg.527","fig|1196095.130.peg.1933","fig|1196095.103.peg.837","fig|1196095.99.peg.2149","fig|1196095.106.peg.783","fig|1196095.131.peg.404","fig|1196095.116.peg.1478","fig|1196095.132.peg.1752","fig|1196095.94.peg.186","fig|1196095.127.peg.67","fig|1196095.124.peg.1377","fig|1196095.121.peg.231","fig|1196095.112.peg.850","fig|1196095.111.peg.2157"
"OG0000526:","fig|1196095.106.peg.2210","fig|1196095.120.peg.1835","fig|1196095.134.peg.1082","fig|1196095.133.peg.1723","fig|1196095.123.peg.2148","fig|1196095.108.peg.13","fig|1196095.99.peg.2144","fig|1196095.96.peg.590","fig|1196095.112.peg.855","fig|1196095.118.peg.2565","fig|1196095.128.peg.193","fig|1196095.129.peg.1227","fig|1196095.135.peg.1159","fig|1196095.98.peg.653","fig|1196095.101.peg.1618","fig|1196095.126.peg.575","fig|1196095.94.peg.191","fig|1196095.114.peg.434","fig|1196095.127.peg.65","fig|1196095.125.peg.118","fig|1196095.132.peg.1750","fig|1196095.124.peg.2485","fig|1196095.115.peg.2170","fig|1196095.102.peg.1973","fig|1196095.113.peg.1224","fig|1196095.117.peg.2647","fig|1196095.122.peg.1958","fig|1196095.95.peg.508","fig|1196095.110.peg.1856","fig|1196095.104.peg.619","fig|1196095.119.peg.2022","fig|1196095.100.peg.530","fig|1196095.103.peg.840","fig|1196095.130.peg.1937","fig|1196095.131.peg.407","fig|1196095.97.peg.1780","fig|1196095.105.peg.641","fig|1196095.121.peg.235","fig|1196095.109.peg.2033","fig|1196095.107.peg.1107","fig|1196095.116.peg.2389","fig|1196095.111.peg.2441"
"OG0000527:","fig|1196095.115.peg.2165","fig|1196095.122.peg.1962","fig|1196095.99.peg.2141","fig|1196095.120.peg.1838","fig|1196095.134.peg.1086","fig|1196095.112.peg.859","fig|1196095.104.peg.622","fig|1196095.128.peg.197","fig|1196095.118.peg.2562","fig|1196095.96.peg.594","fig|1196095.108.peg.9","fig|1196095.94.peg.255","fig|1196095.131.peg.411","fig|1196095.135.peg.1155","fig|1196095.132.peg.1745","fig|1196095.127.peg.60","fig|1196095.98.peg.656","fig|1196095.107.peg.1111","fig|1196095.133.peg.2559","fig|1196095.101.peg.1622","fig|1196095.113.peg.1220","fig|1196095.111.peg.2445","fig|1196095.125.peg.121","fig|1196095.121.peg.238","fig|1196095.95.peg.1003","fig|1196095.116.peg.2386","fig|1196095.123.peg.2152","fig|1196095.126.peg.579","fig|1196095.110.peg.1859","fig|1196095.106.peg.2207","fig|1196095.100.peg.535","fig|1196095.119.peg.2019","fig|1196095.97.peg.1784","fig|1196095.129.peg.1231","fig|1196095.130.peg.1941","fig|1196095.103.peg.844","fig|1196095.105.peg.52","fig|1196095.102.peg.1642","fig|1196095.117.peg.2650","fig|1196095.124.peg.2482","fig|1196095.109.peg.2030","fig|1196095.114.peg.430"
"OG0000528:","fig|1196095.113.peg.1219","fig|1196095.115.peg.2164","fig|1196095.99.peg.2140","fig|1196095.126.peg.580","fig|1196095.108.peg.8","fig|1196095.133.peg.1176","fig|1196095.101.peg.1623","fig|1196095.104.peg.623","fig|1196095.112.peg.860","fig|1196095.118.peg.2561","fig|1196095.94.peg.256","fig|1196095.131.peg.412","fig|1196095.135.peg.1154","fig|1196095.96.peg.595","fig|1196095.127.peg.59","fig|1196095.98.peg.657","fig|1196095.128.peg.198","fig|1196095.116.peg.2385","fig|1196095.132.peg.1744","fig|1196095.122.peg.1963","fig|1196095.121.peg.239","fig|1196095.95.peg.1004","fig|1196095.120.peg.1839","fig|1196095.123.peg.2153","fig|1196095.117.peg.2651","fig|1196095.111.peg.2446","fig|1196095.110.peg.1860","fig|1196095.107.peg.1112","fig|1196095.106.peg.2206","fig|1196095.134.peg.1087","fig|1196095.100.peg.536","fig|1196095.119.peg.2018","fig|1196095.97.peg.1785","fig|1196095.129.peg.1232","fig|1196095.130.peg.1942","fig|1196095.103.peg.845","fig|1196095.105.peg.51","fig|1196095.102.peg.1644","fig|1196095.124.peg.2481","fig|1196095.114.peg.429","fig|1196095.109.peg.2029","fig|1196095.125.peg.122"
"OG0000529:","fig|1196095.113.peg.1218","fig|1196095.120.peg.1840","fig|1196095.122.peg.1964","fig|1196095.115.peg.2163","fig|1196095.126.peg.581","fig|1196095.99.peg.2139","fig|1196095.108.peg.7","fig|1196095.94.peg.257","fig|1196095.104.peg.624","fig|1196095.112.peg.861","fig|1196095.118.peg.2560","fig|1196095.131.peg.413","fig|1196095.135.peg.1153","fig|1196095.98.peg.658","fig|1196095.127.peg.58","fig|1196095.96.peg.596","fig|1196095.133.peg.1466","fig|1196095.101.peg.1624","fig|1196095.116.peg.2384","fig|1196095.111.peg.2447","fig|1196095.132.peg.1743","fig|1196095.95.peg.1005","fig|1196095.121.peg.240","fig|1196095.124.peg.2480","fig|1196095.125.peg.123","fig|1196095.123.peg.2154","fig|1196095.106.peg.2205","fig|1196095.100.peg.537","fig|1196095.134.peg.1088","fig|1196095.110.peg.1861","fig|1196095.117.peg.2652","fig|1196095.107.peg.1113","fig|1196095.97.peg.1786","fig|1196095.119.peg.2017","fig|1196095.129.peg.1233","fig|1196095.103.peg.846","fig|1196095.130.peg.1943","fig|1196095.102.peg.1645","fig|1196095.105.peg.50","fig|1196095.114.peg.428","fig|1196095.128.peg.199","fig|1196095.109.peg.2028"
"OG0000530:","fig|1196095.107.peg.994","fig|1196095.117.peg.2655","fig|1196095.109.peg.663","fig|1196095.115.peg.2160","fig|1196095.128.peg.685","fig|1196095.122.peg.1967","fig|1196095.132.peg.1739","fig|1196095.126.peg.582","fig|1196095.112.peg.321","fig|1196095.104.peg.627","fig|1196095.118.peg.2557","fig|1196095.127.peg.49","fig|1196095.101.peg.1625","fig|1196095.94.peg.741","fig|1196095.133.peg.2686","fig|1196095.116.peg.2381","fig|1196095.124.peg.2476","fig|1196095.111.peg.2451","fig|1196095.113.peg.1044","fig|1196095.121.peg.243","fig|1196095.95.peg.1007","fig|1196095.130.peg.1948","fig|1196095.125.peg.126","fig|1196095.97.peg.2250","fig|1196095.106.peg.2202","fig|1196095.100.peg.538","fig|1196095.123.peg.2159","fig|1196095.110.peg.1865","fig|1196095.96.peg.2334","fig|1196095.134.peg.1092","fig|1196095.120.peg.2536","fig|1196095.131.peg.415","fig|1196095.108.peg.917","fig|1196095.119.peg.2016","fig|1196095.99.peg.296","fig|1196095.129.peg.1238","fig|1196095.103.peg.847","fig|1196095.135.peg.1151","fig|1196095.102.peg.1647","fig|1196095.105.peg.47","fig|1196095.114.peg.424","fig|1196095.98.peg.1562"
"OG0000531:","fig|1196095.96.peg.336","fig|1196095.120.peg.1652","fig|1196095.112.peg.818","fig|1196095.99.peg.1436","fig|1196095.127.peg.1440","fig|1196095.115.peg.1865","fig|1196095.101.peg.1456","fig|1196095.107.peg.501","fig|1196095.132.peg.427","fig|1196095.135.peg.2209","fig|1196095.128.peg.2297","fig|1196095.97.peg.316","fig|1196095.123.peg.1084","fig|1196095.134.peg.1342","fig|1196095.125.peg.2300","fig|1196095.119.peg.674","fig|1196095.122.peg.2226","fig|1196095.130.peg.2323","fig|1196095.117.peg.2262","fig|1196095.131.peg.1196","fig|1196095.94.peg.349","fig|1196095.124.peg.1010","fig|1196095.126.peg.1376","fig|1196095.100.peg.543","fig|1196095.133.peg.3401","fig|1196095.105.peg.397","fig|1196095.121.peg.1483","fig|1196095.109.peg.1327","fig|1196095.106.peg.564","fig|1196095.114.peg.1463","fig|1196095.118.peg.983","fig|1196095.104.peg.1353","fig|1196095.108.peg.1352","fig|1196095.102.peg.756","fig|1196095.98.peg.2342","fig|1196095.111.peg.2513","fig|1196095.110.peg.2563","fig|1196095.129.peg.959","fig|1196095.113.peg.821","fig|1196095.95.peg.190","fig|1196095.103.peg.194","fig|1196095.116.peg.1382"
"OG0000532:","fig|1196095.127.peg.1438","fig|1196095.118.peg.974","fig|1196095.133.peg.3350","fig|1196095.94.peg.340","fig|1196095.105.peg.406","fig|1196095.125.peg.2311","fig|1196095.135.peg.2205","fig|1196095.129.peg.957","fig|1196095.134.peg.1337","fig|1196095.112.peg.2180","fig|1196095.102.peg.1038","fig|1196095.113.peg.332","fig|1196095.131.peg.1194","fig|1196095.123.peg.1086","fig|1196095.124.peg.1025","fig|1196095.121.peg.1493","fig|1196095.95.peg.181","fig|1196095.117.peg.2280","fig|1196095.130.peg.2328","fig|1196095.116.peg.1367","fig|1196095.132.peg.418","fig|1196095.100.peg.545","fig|1196095.126.peg.1378","fig|1196095.96.peg.135","fig|1196095.107.peg.404","fig|1196095.110.peg.2578","fig|1196095.104.peg.1335","fig|1196095.101.peg.1458","fig|1196095.99.peg.1562","fig|1196095.115.peg.1867","fig|1196095.114.peg.1465","fig|1196095.120.peg.911","fig|1196095.97.peg.93","fig|1196095.108.peg.1249","fig|1196095.106.peg.1280","fig|1196095.119.peg.665","fig|1196095.128.peg.2299","fig|1196095.109.peg.1102","fig|1196095.103.peg.196","fig|1196095.122.peg.2224","fig|1196095.98.peg.237","fig|1196095.111.peg.2528"
"OG0000533:","fig|1196095.110.peg.2616","fig|1196095.129.peg.2138","fig|1196095.124.peg.1062","fig|1196095.104.peg.1296","fig|1196095.128.peg.2038","fig|1196095.135.peg.2126","fig|1196095.112.peg.1192","fig|1196095.94.peg.1967","fig|1196095.131.peg.1544","fig|1196095.109.peg.1293","fig|1196095.133.peg.649","fig|1196095.127.peg.1746","fig|1196095.98.peg.190","fig|1196095.113.peg.122","fig|1196095.114.peg.1918","fig|1196095.123.peg.1694","fig|1196095.117.peg.2414","fig|1196095.132.peg.1414","fig|1196095.119.peg.358","fig|1196095.120.peg.2179","fig|1196095.116.peg.403","fig|1196095.100.peg.553","fig|1196095.102.peg.56","fig|1196095.99.peg.812","fig|1196095.118.peg.826","fig|1196095.134.peg.1739","fig|1196095.130.peg.716","fig|1196095.97.peg.816","fig|1196095.122.peg.260","fig|1196095.96.peg.206","fig|1196095.106.peg.450","fig|1196095.95.peg.2129","fig|1196095.111.peg.2566","fig|1196095.101.peg.230","fig|1196095.105.peg.2455","fig|1196095.107.peg.165","fig|1196095.108.peg.2119","fig|1196095.121.peg.1679","fig|1196095.115.peg.475","fig|1196095.126.peg.1179","fig|1196095.103.peg.223","fig|1196095.125.peg.1182"
"OG0000534:","fig|1196095.130.peg.717","fig|1196095.110.peg.2615","fig|1196095.120.peg.2178","fig|1196095.97.peg.817","fig|1196095.129.peg.2139","fig|1196095.124.peg.1061","fig|1196095.104.peg.1297","fig|1196095.135.peg.2125","fig|1196095.95.peg.2128","fig|1196095.116.peg.402","fig|1196095.94.peg.1966","fig|1196095.112.peg.1191","fig|1196095.131.peg.1545","fig|1196095.109.peg.1292","fig|1196095.127.peg.1747","fig|1196095.128.peg.2039","fig|1196095.99.peg.811","fig|1196095.113.peg.121","fig|1196095.114.peg.1919","fig|1196095.117.peg.2415","fig|1196095.119.peg.359","fig|1196095.132.peg.1413","fig|1196095.134.peg.1738","fig|1196095.102.peg.57","fig|1196095.118.peg.825","fig|1196095.100.peg.554","fig|1196095.98.peg.189","fig|1196095.125.peg.1181","fig|1196095.122.peg.259","fig|1196095.96.peg.205","fig|1196095.106.peg.449","fig|1196095.105.peg.2456","fig|1196095.111.peg.2565","fig|1196095.101.peg.231","fig|1196095.133.peg.3553","fig|1196095.103.peg.224","fig|1196095.107.peg.166","fig|1196095.108.peg.2120","fig|1196095.121.peg.1678","fig|1196095.126.peg.1180","fig|1196095.123.peg.1693","fig|1196095.115.peg.476"
"OG0000535:","fig|1196095.110.peg.2614","fig|1196095.130.peg.718","fig|1196095.120.peg.2177","fig|1196095.129.peg.2140","fig|1196095.97.peg.818","fig|1196095.104.peg.1298","fig|1196095.124.peg.1060","fig|1196095.128.peg.2040","fig|1196095.95.peg.2127","fig|1196095.112.peg.1190","fig|1196095.94.peg.1965","fig|1196095.131.peg.1546","fig|1196095.109.peg.1291","fig|1196095.119.peg.360","fig|1196095.127.peg.1748","fig|1196095.114.peg.1920","fig|1196095.105.peg.2457","fig|1196095.132.peg.1412","fig|1196095.123.peg.1692","fig|1196095.117.peg.2416","fig|1196095.134.peg.1737","fig|1196095.116.peg.401","fig|1196095.118.peg.824","fig|1196095.100.peg.555","fig|1196095.98.peg.188","fig|1196095.99.peg.810","fig|1196095.96.peg.204","fig|1196095.125.peg.1180","fig|1196095.122.peg.258","fig|1196095.106.peg.448","fig|1196095.135.peg.2124","fig|1196095.111.peg.2564","fig|1196095.133.peg.3552","fig|1196095.101.peg.232","fig|1196095.107.peg.167","fig|1196095.113.peg.120","fig|1196095.108.peg.2121","fig|1196095.121.peg.1677","fig|1196095.102.peg.58","fig|1196095.126.peg.1181","fig|1196095.103.peg.225","fig|1196095.115.peg.477"
